Type,Price,Bedrooms,Bathrooms,Area,Furnished,Level,Compound,Payment_Option,Delivery_Date,Delivery_Term,City,Price_Category,Area_Category,Price_per_sqm,in_Compound,Immediate_Move
Apartment,2204875.0,2.0,2.0,155.0,No,0.0,Sephora Heights,Installment,0.0,Semi Finished,New Cairo - El Tagamoa,Premium,Medium,14225.0,1,1
Apartment,2700000.0,3.0,3.0,179.0,Unknown,0.0,Unknown,Installment,0.0,Unknown ,6th of October,Premium,Large,15083.798882681564,0,1
Apartment,3100000.0,3.0,3.0,147.0,Unknown,2.0,Unknown,Installment,0.0,Unknown ,6th of October,Premium,Medium,21088.43537414966,0,1
Apartment,350000.0,3.0,1.0,108.0,No,10.0,Unknown,Cash,0.0,Not Finished,Sidi Beshr,Budget,Small,3240.740740740741,0,1
Apartment,2400000.0,2.0,2.0,118.0,Unknown,3.0,Unknown,Installment,0.0,Unknown ,6th of October,Premium,Small,20338.98305084746,0,1
Apartment,2200000.0,2.0,2.0,122.0,Unknown,2.0,Unknown,Installment,0.0,Unknown ,6th of October,Premium,Medium,18032.786885245903,0,1
Apartment,3800000.0,3.0,3.0,248.0,Unknown,2.0,Unknown,Installment,0.0,Unknown ,6th of October,Premium,Large,15322.58064516129,0,1
Apartment,290000.0,2.0,1.0,100.0,No,3.0,Unknown,Cash,0.0,Finished,Nakheel,Budget,Small,2900.0,0,1
Apartment,1273000.0,3.0,3.0,190.0,No,0.0,Unknown,Installment,24.0,Semi Finished,New Damietta,Standard,Large,6700.0,0,0
Apartment,440000.0,3.0,2.0,130.0,No,3.0,Unknown,Cash,0.0,Finished,Nakheel,Budget,Medium,3384.6153846153848,0,1
Apartment,600000.0,2.0,1.0,70.0,Yes,2.0,Unknown,Cash,0.0,Finished,Sheikh Zayed,Standard,Small,8571.42857142857,0,1
Apartment,2750000.0,4.0,2.0,180.0,Yes,6.0,Unknown,Cash,0.0,Finished,Maadi,Premium,Large,15277.777777777777,0,1
Apartment,980000.0,3.0,2.0,180.0,No,4.0,Unknown,Cash,0.0,Finished,Hadayek al-Ahram,Standard,Large,5444.444444444444,0,1
Apartment,400000.0,3.0,1.0,100.0,No,1.0,Unknown,Cash,0.0,Finished,Bacchus,Budget,Small,4000.0,0,1
Apartment,2543129.0,3.0,2.0,130.0,No,2.0,Mountain View iCity,Installment,3.0,Unknown ,6th of October,Premium,Medium,19562.53076923077,1,0
Duplex,3886383.0,3.0,3.0,235.0,No,0.0,Mountain View iCity,Installment,3.0,Not Finished,6th of October,Premium,Large,16537.8,1,0
Duplex,4787252.0,3.0,3.0,270.0,No,10.0,Mountain View iCity,Installment,48.0,Not Finished,6th of October,Premium,Very Large,17730.562962962962,1,0
Apartment,3867322.0,4.0,3.0,220.0,No,1.0,Mountain View iCity,Installment,3.0,Unknown ,6th of October,Premium,Large,17578.736363636363,1,0
Apartment,2838367.0,2.0,2.0,100.0,No,0.0,Mountain View iCity,Installment,48.0,Not Finished,6th of October,Premium,Small,28383.67,1,0
Apartment,2931567.0,3.0,3.0,140.0,No,0.0,Mountain View iCity,Installment,48.0,Not Finished,6th of October,Premium,Medium,20939.764285714286,1,0
Apartment,880000.0,3.0,2.0,190.0,No,4.0,Unknown,Cash,0.0,Unknown ,Hadayek al-Ahram,Standard,Large,4631.578947368421,0,1
Apartment,1640000.0,3.0,2.0,168.0,No,3.0,Not in Compound,Unknown Payment,0.0,Core & Shell,Obour City,Premium,Large,9761.904761904761,1,1
Apartment,3500000.0,3.0,3.0,180.0,No,2.0,Rehab City,Cash,0.0,Finished,Rehab City,Premium,Large,19444.444444444445,1,1
Apartment,1750000.0,3.0,2.0,116.0,No,3.0,Madinaty,Cash,0.0,Finished,Madinaty,Premium,Small,15086.206896551725,1,1
Apartment,700000.0,2.0,1.0,100.0,No,2.0,Unknown,Cash,0.0,Finished,Hurghada,Standard,Small,7000.0,0,1
Apartment,2050000.0,3.0,2.0,185.0,No,3.0,Unknown,Cash or Installment,0.0,Unknown ,Hurghada,Premium,Large,11081.081081081082,0,1
Apartment,2600000.0,3.0,2.0,131.0,Unknown,4.0,Rehab City,Unknown Payment,3.0,Unknown ,Rehab City,Premium,Medium,19847.32824427481,1,0
Apartment,920000.0,3.0,2.0,175.0,No,2.0,Unknown,Cash,0.0,Finished,Hadayek al-Ahram,Standard,Large,5257.142857142857,0,1
Apartment,4767888.0,2.0,2.0,115.0,No,1.0,Cairo Gate,Installment,3.0,Finished,Sheikh Zayed,Premium,Small,41459.89565217392,1,0
Apartment,3753888.0,1.0,1.0,86.0,No,3.0,Cairo Gate,Installment,3.0,Finished,Sheikh Zayed,Premium,Small,43649.86046511628,1,0
Apartment,413000.0,3.0,2.0,165.0,No,0.0,Unknown,Cash or Installment,0.0,Unknown ,Shorouk City,Budget,Large,2503.030303030303,0,1
Apartment,1900000.0,2.0,1.0,135.0,Unknown,2.0,Unknown,Cash,0.0,Finished,Heliopolis,Premium,Medium,14074.074074074075,0,1
Apartment,4100000.0,3.0,3.0,250.0,No,0.0,Mountain View iCity,Installment,48.0,Semi Finished,6th of October,Premium,Large,16400.0,1,0
Apartment,1150000.0,2.0,2.0,165.0,No,3.0,Unknown,Cash,0.0,Finished,Hadayek al-Ahram,Standard,Large,6969.69696969697,0,1
Duplex,4100000.0,4.0,4.0,400.0,No,0.0,Mountain View Chillout Park,Cash,0.0,Semi Finished,Sheikh Zayed,Premium,Very Large,10250.0,1,1
Apartment,550000.0,3.0,1.0,105.0,No,3.0,Baet El Masria,Cash,0.0,Finished,Hadayek 6th of October,Standard,Small,5238.0952380952385,1,1
Apartment,36000.0,3.0,2.0,161.0,No,2.0,Unknown,Cash or Installment,0.0,Unknown ,New Cairo - El Tagamoa,Budget,Medium,223.6024844720497,0,1
Apartment,3000000.0,4.0,2.0,204.0,Unknown,10.0,Unknown,Cash,12.0,Finished,Agouza,Premium,Large,14705.882352941177,0,0
Apartment,1275000.0,3.0,3.0,177.0,No,2.0,Unknown,Cash or Installment,0.0,Semi Finished,Shorouk City,Standard,Large,7203.389830508475,0,1
Apartment,1800000.0,2.0,2.0,96.0,No,1.0,Madinaty,Cash,0.0,Finished,Madinaty,Premium,Small,18750.0,1,1
Apartment,825000.0,3.0,2.0,215.0,No,4.0,Unknown,Cash,0.0,Finished,Hadayek al-Ahram,Standard,Large,3837.2093023255816,0,1
Apartment,950000.0,3.0,1.0,150.0,Unknown,1.0,Unknown,Unknown Payment,0.0,Finished,Tanta,Standard,Medium,6333.333333333333,0,1
Apartment,1750000.0,4.0,2.0,135.0,No,4.0,Unknown,Cash,0.0,Finished,Maadi,Premium,Medium,12962.962962962964,0,1
Apartment,370000.0,3.0,3.0,198.0,No,2.0,Unknown,Cash or Installment,36.0,Finished,New Capital City,Budget,Large,1868.6868686868686,0,0
Apartment,270000.0,3.0,2.0,160.0,No,3.0,Unknown,Cash or Installment,0.0,Semi Finished,New Cairo - El Tagamoa,Budget,Medium,1687.5,0,1
Apartment,250000.0,3.0,2.0,153.0,No,1.0,Unknown,Cash or Installment,0.0,Semi Finished,Madinaty,Budget,Medium,1633.986928104575,0,1
Apartment,1650000.0,4.0,2.0,135.0,No,4.0,Unknown,Cash,0.0,Finished,Tura,Premium,Medium,12222.222222222223,0,1
Apartment,300000.0,3.0,2.0,180.0,No,2.0,Unknown,Cash or Installment,0.0,Semi Finished,New Cairo - El Tagamoa,Budget,Large,1666.6666666666667,0,1
Apartment,340000.0,3.0,2.0,158.0,No,0.0,Unknown,Cash or Installment,36.0,Finished,New Capital City,Budget,Medium,2151.8987341772154,0,0
Apartment,250000.0,3.0,2.0,159.0,No,2.0,Unknown,Cash or Installment,36.0,Not Finished,New Capital City,Budget,Medium,1572.3270440251572,0,0
Apartment,980000.0,3.0,1.0,150.0,No,9.0,Unknown,Cash,0.0,Semi Finished,Faisal District,Standard,Medium,6533.333333333333,0,1
Apartment,280000.0,3.0,2.0,204.0,Yes,0.0,Unknown,Cash or Installment,36.0,Semi Finished,New Capital City,Budget,Large,1372.549019607843,0,0
Apartment,294000.0,3.0,2.0,143.0,No,0.0,Unknown,Cash or Installment,36.0,Semi Finished,New Capital City,Budget,Medium,2055.944055944056,0,0
Apartment,1850000.0,3.0,2.0,170.0,No,5.0,Unknown,Cash,0.0,Finished,Maadi,Premium,Large,10882.35294117647,0,1
Apartment,775000.0,2.0,1.0,70.0,No,4.0,Unknown,Cash,0.0,Unknown ,Sheikh Zayed,Standard,Small,11071.42857142857,0,1
Apartment,250000.0,3.0,2.0,169.0,No,2.0,Unknown,Cash or Installment,0.0,Unknown ,New Cairo - El Tagamoa,Budget,Large,1479.2899408284025,0,1
Apartment,420000.0,3.0,2.0,191.0,No,2.0,Unknown,Cash or Installment,0.0,Not Finished,New Cairo - El Tagamoa,Budget,Large,2198.952879581152,0,1
Apartment,370000.0,3.0,2.0,157.0,No,2.0,Unknown,Cash or Installment,0.0,Not Finished,New Cairo - El Tagamoa,Budget,Medium,2356.687898089172,0,1
Apartment,750000.0,3.0,1.0,112.0,No,7.0,Unknown,Cash,0.0,Finished,Zahraa Al Maadi,Standard,Small,6696.428571428572,0,1
Apartment,1650000.0,2.0,2.0,96.0,No,4.0,Madinaty,Unknown Payment,0.0,Finished,Madinaty,Premium,Small,17187.5,1,1
Apartment,5315888.0,2.0,2.0,117.0,No,5.0,Cairo Gate,Installment,3.0,Finished,Sheikh Zayed,Luxury,Small,45434.94017094017,1,0
Apartment,800000.0,3.0,1.0,108.0,No,10.0,Unknown,Cash or Installment,0.0,Finished,Mandara,Standard,Small,7407.407407407408,0,1
Apartment,2150000.0,3.0,1.0,107.0,Unknown,0.0,Unknown,Unknown Payment,0.0,Unknown ,Madinaty,Premium,Small,20093.457943925234,0,1
Duplex,2963820.0,4.0,4.0,277.0,Unknown,0.0,Unknown,Cash or Installment,48.0,Unknown ,New Capital City,Premium,Very Large,10699.71119133574,0,0
Apartment,218000.0,3.0,2.0,155.0,Unknown,7.0,De Joya,Cash or Installment,24.0,Unknown ,New Capital City,Budget,Medium,1406.4516129032259,1,0
Apartment,2125000.0,2.0,2.0,134.0,Unknown,2.0,Al Burouj,Cash or Installment,0.0,Finished,New Cairo - El Tagamoa,Premium,Medium,15858.208955223881,1,1
Apartment,3100000.0,3.0,2.0,175.0,No,5.0,Madinaty,Cash,0.0,Finished,Madinaty,Premium,Large,17714.285714285714,1,1
Apartment,2350000.0,3.0,2.0,210.0,Unknown,3.0,Unknown,Cash,0.0,Unknown ,New Cairo - El Tagamoa,Premium,Large,11190.47619047619,0,1
Apartment,1650000.0,2.0,2.0,96.0,No,4.0,Unknown,Cash or Installment,0.0,Finished,Madinaty,Premium,Small,17187.5,0,1
Apartment,290000.0,3.0,3.0,199.0,No,0.0,Unknown,Cash or Installment,36.0,Unknown ,New Capital City,Budget,Large,1457.286432160804,0,0
Apartment,1250000.0,2.0,1.0,100.0,Unknown,1.0,Unknown,Cash,0.0,Finished,Smoha,Standard,Small,12500.0,0,1
Apartment,1162500.0,3.0,2.0,155.0,No,2.0,The City,Cash,6.0,Semi Finished,New Capital City,Standard,Medium,7500.0,1,0
Apartment,415000.0,3.0,2.0,141.0,No,3.0,Unknown,Cash or Installment,0.0,Unknown ,New Cairo - El Tagamoa,Budget,Medium,2943.2624113475176,0,1
Apartment,700000.0,2.0,1.0,95.0,No,6.0,Unknown,Cash,0.0,Finished,Helmeyat El Zaytoun,Standard,Small,7368.421052631579,0,1
Apartment,1470000.0,3.0,2.0,116.0,Unknown,1.0,Unknown,Unknown Payment,0.0,Unknown ,Madinaty,Standard,Small,12672.413793103447,0,1
Apartment,1480000.0,3.0,2.0,165.0,Unknown,1.0,Andalus,Cash or Installment,0.0,Semi Finished,New Cairo - El Tagamoa,Standard,Large,8969.69696969697,1,1
Apartment,260000.0,3.0,2.0,170.0,No,1.0,Unknown,Cash or Installment,0.0,Unknown ,New Cairo - El Tagamoa,Budget,Large,1529.4117647058824,0,1
Apartment,260000.0,3.0,2.0,170.0,No,2.0,Unknown,Cash or Installment,0.0,Unknown ,Rehab City,Budget,Large,1529.4117647058824,0,1
Apartment,370000.0,3.0,2.0,157.0,No,3.0,Hyde Park New Cairo,Cash or Installment,0.0,Unknown ,New Cairo - El Tagamoa,Budget,Medium,2356.687898089172,1,1
Apartment,280000.0,3.0,2.0,160.0,No,3.0,Unknown,Cash or Installment,0.0,Unknown ,New Cairo - El Tagamoa,Budget,Medium,1750.0,0,1
Apartment,449000.0,3.0,3.0,165.0,No,0.0,Hyde Park New Cairo,Cash or Installment,0.0,Unknown ,New Cairo - El Tagamoa,Budget,Large,2721.212121212121,1,1
Apartment,345000.0,3.0,2.0,145.0,No,0.0,Unknown,Cash or Installment,0.0,Unknown ,New Cairo - El Tagamoa,Budget,Medium,2379.310344827586,0,1
Apartment,2900000.0,3.0,3.0,128.0,No,2.0,Tag Sultan,Installment,0.0,Core & Shell,New Cairo - El Tagamoa,Premium,Medium,22656.25,1,1
Apartment,750000.0,3.0,1.0,115.0,No,10.0,Unknown,Cash,3.0,Finished,Nasr City,Standard,Small,6521.739130434783,0,0
Apartment,270000.0,3.0,2.0,170.0,No,3.0,Unknown,Cash or Installment,36.0,Unknown ,New Capital City,Budget,Large,1588.235294117647,0,0
Apartment,172000.0,3.0,2.0,145.0,Unknown,2.0,Unknown,Unknown Payment,0.0,Unknown ,Sheikh Zayed,Budget,Medium,1186.2068965517242,0,1
Apartment,2500000.0,4.0,2.0,250.0,No,2.0,Not in Compound,Cash,0.0,Finished,Mokattam,Premium,Large,10000.0,1,1
Apartment,1350000.0,3.0,2.0,135.0,No,2.0,Makany,Cash or Installment,0.0,Not Finished,Katameya,Standard,Medium,10000.0,1,1
Apartment,500000.0,3.0,2.0,194.0,No,10.0,Unknown,Cash or Installment,0.0,Finished,North Coast,Budget,Large,2577.319587628866,0,1
Apartment,1200000.0,3.0,3.0,170.0,Unknown,3.0,Unknown,Cash or Installment,3.0,Semi Finished,Sheikh Zayed,Standard,Large,7058.823529411765,0,0
Apartment,340000.0,3.0,3.0,180.0,No,2.0,Unknown,Cash or Installment,0.0,Unknown ,New Cairo - El Tagamoa,Budget,Large,1888.888888888889,0,1
Apartment,2400000.0,3.0,2.0,125.0,No,0.0,Madinaty,Cash,0.0,Finished,Madinaty,Premium,Medium,19200.0,1,1
Apartment,1660000.0,3.0,2.0,175.0,No,1.0,Unknown,Cash or Installment,3.0,Semi Finished,Sheikh Zayed,Premium,Large,9485.714285714286,0,0
Apartment,2000000.0,3.0,2.0,123.0,No,3.0,Rehab City,Cash,0.0,Finished,Rehab City,Premium,Medium,16260.162601626016,1,1
Apartment,330000.0,3.0,2.0,170.0,No,2.0,Unknown,Cash or Installment,0.0,Not Finished,New Cairo - El Tagamoa,Budget,Large,1941.1764705882354,0,1
Apartment,1710000.0,3.0,3.0,180.0,Unknown,2.0,Unknown,Cash or Installment,0.0,Semi Finished,Sheikh Zayed,Premium,Large,9500.0,0,1
Apartment,2400000.0,4.0,3.0,200.0,Unknown,2.0,Unknown,Cash,0.0,Finished,New Cairo - El Tagamoa,Premium,Large,12000.0,0,1
Apartment,330000.0,3.0,2.0,160.0,No,3.0,Unknown,Cash or Installment,0.0,Unknown ,New Cairo - El Tagamoa,Budget,Medium,2062.5,0,1
Apartment,210000.0,3.0,2.0,165.0,No,2.0,Unknown,Cash or Installment,36.0,Unknown ,New Capital City,Budget,Large,1272.7272727272727,0,0
Apartment,1500000.0,1.0,1.0,250.0,Unknown,3.0,Unknown,Cash,0.0,Finished,New Cairo - El Tagamoa,Standard,Large,6000.0,0,1
Apartment,2580000.0,3.0,3.0,160.0,No,0.0,EL Patio 7,Cash or Installment,0.0,Finished,New Cairo - El Tagamoa,Premium,Medium,16125.0,1,1
Apartment,300000.0,3.0,2.0,155.0,No,3.0,Unknown,Cash or Installment,0.0,Unknown ,New Cairo - El Tagamoa,Budget,Medium,1935.483870967742,0,1
Apartment,5030000.0,3.0,3.0,250.0,No,4.0,Palm Hills New Cairo,Installment,3.0,Unknown ,New Cairo - El Tagamoa,Luxury,Large,20120.0,1,0
Apartment,2100000.0,2.0,2.0,110.0,No,0.0,Rehab City,Cash,0.0,Finished,Rehab City,Premium,Small,19090.909090909092,1,1
Apartment,112000.0,2.0,2.0,97.0,Unknown,2.0,Unknown,Unknown Payment,0.0,Unknown ,Sheikh Zayed,Budget,Small,1154.639175257732,0,1
Apartment,925000.0,3.0,2.0,150.0,No,2.0,Unknown,Unknown Payment,0.0,Semi Finished,Hadayek 6th of October,Standard,Medium,6166.666666666667,0,1
Apartment,2800000.0,3.0,2.0,200.0,Unknown,1.0,Unknown,Cash,0.0,Finished,New Cairo - El Tagamoa,Premium,Large,14000.0,0,1
Apartment,1500000.0,3.0,3.0,158.0,Unknown,4.0,Unknown,Cash,0.0,Semi Finished,New Cairo - El Tagamoa,Standard,Medium,9493.67088607595,0,1
Apartment,300000.0,3.0,2.0,170.0,No,2.0,Unknown,Cash or Installment,0.0,Unknown ,New Cairo - El Tagamoa,Budget,Large,1764.7058823529412,0,1
Apartment,850000.0,3.0,2.0,180.0,Unknown,7.0,Unknown,Cash,0.0,Finished,Haram,Standard,Large,4722.222222222223,0,1
Apartment,186000.0,3.0,3.0,166.0,No,4.0,Unknown,Installment,0.0,Finished,Alamein,Budget,Large,1120.4819277108434,0,1
Apartment,2300000.0,3.0,2.0,134.0,No,10.0,Unknown,Cash,0.0,Finished,Maadi,Premium,Medium,17164.17910447761,0,1
Apartment,3837000.0,2.0,2.0,138.0,No,3.0,90 Avenue,Installment,24.0,Finished,New Cairo - El Tagamoa,Premium,Medium,27804.347826086956,1,0
Apartment,3500000.0,3.0,3.0,170.0,No,2.0,Galleria Moon Valley,Installment,0.0,Core & Shell,New Cairo - El Tagamoa,Premium,Large,20588.235294117647,1,1
Apartment,2650000.0,1.0,1.0,58.0,Unknown,7.0,Unknown,Installment,36.0,Finished,New Capital City,Premium,Small,45689.65517241379,0,0
Apartment,1986000.0,3.0,3.0,188.0,No,3.0,Unknown,Cash or Installment,36.0,Semi Finished,New Capital City,Premium,Large,10563.829787234043,0,0
Apartment,2569047.0,1.0,1.0,60.0,Yes,3.0,Unknown,Cash or Installment,36.0,Finished,New Capital City,Premium,Small,42817.45,0,0
Apartment,2840000.0,2.0,2.0,127.0,Yes,0.0,Fifth Square,Cash or Installment,0.0,Finished,New Cairo - El Tagamoa,Premium,Medium,22362.20472440945,1,1
Apartment,700000.0,3.0,2.0,160.0,No,5.0,Unknown,Cash,0.0,Unknown ,Gesr Al Suez,Standard,Medium,4375.0,0,1
Apartment,4000000.0,4.0,3.0,300.0,No,7.0,Unknown,Cash,0.0,Finished,Heliopolis,Premium,Very Large,13333.333333333334,0,1
Apartment,1200000.0,3.0,2.0,140.0,No,2.0,Unknown,Cash,0.0,Finished,New Cairo - El Tagamoa,Standard,Medium,8571.42857142857,0,1
Apartment,300000.0,3.0,3.0,177.0,No,3.0,Unknown,Cash or Installment,36.0,Unknown ,New Capital City,Budget,Large,1694.915254237288,0,0
Apartment,181000.0,3.0,2.0,160.0,Unknown,2.0,Unknown,Unknown Payment,0.0,Unknown ,New Cairo - El Tagamoa,Budget,Medium,1131.25,0,1
Apartment,4500000.0,4.0,3.0,253.0,No,4.0,Rehab City,Cash,0.0,Finished,Rehab City,Premium,Large,17786.561264822136,1,1
Apartment,1450000.0,2.0,2.0,89.0,No,2.0,Madinaty,Cash,0.0,Finished,Madinaty,Standard,Small,16292.134831460675,1,1
Apartment,1600000.0,3.0,1.0,140.0,Yes,8.0,Not in Compound,Cash,0.0,Finished,Qasr al-Nil,Premium,Medium,11428.57142857143,1,1
Apartment,1450000.0,3.0,2.0,160.0,Unknown,0.0,Unknown,Cash,3.0,Finished,6th of October,Standard,Medium,9062.5,0,0
Duplex,4850000.0,5.0,5.0,290.0,No,3.0,Jayd,Cash,0.0,Finished,New Cairo - El Tagamoa,Premium,Very Large,16724.137931034482,1,1
Apartment,340000.0,2.0,1.0,100.0,No,2.0,Unknown,Cash,0.0,Finished,Nakheel,Budget,Small,3400.0,0,1
Apartment,4200000.0,3.0,3.0,237.0,No,4.0,Rehab City,Cash,0.0,Finished,Rehab City,Premium,Large,17721.518987341773,1,1
Apartment,1600000.0,3.0,2.0,181.0,No,4.0,Unknown,Cash or Installment,0.0,Semi Finished,New Cairo - El Tagamoa,Premium,Large,8839.779005524862,0,1
Apartment,230000.0,1.0,1.0,70.0,No,0.0,Unknown,Cash or Installment,0.0,Finished,Nakheel,Budget,Small,3285.714285714286,0,1
Apartment,465000.0,3.0,1.0,140.0,No,3.0,Unknown,Cash or Installment,0.0,Unknown ,Nakheel,Budget,Medium,3321.4285714285716,0,1
Apartment,2100000.0,1.0,2.0,230.0,Unknown,10.0,Unknown,Cash,0.0,Finished,Nasr City,Premium,Large,9130.434782608696,0,1
Apartment,2200000.0,3.0,2.0,200.0,No,6.0,Unknown,Cash or Installment,3.0,Finished,Mansura,Premium,Large,11000.0,0,0
Apartment,675000.0,3.0,1.0,135.0,No,10.0,Unknown,Cash,0.0,Not Finished,Miami,Standard,Medium,5000.0,0,1
Duplex,750000.0,5.0,4.0,371.0,Unknown,0.0,Beit Al Watan,Cash or Installment,0.0,Semi Finished,Sheikh Zayed,Standard,Very Large,2021.5633423180593,1,1
Apartment,580000.0,4.0,3.0,233.0,No,2.0,Unknown,Cash or Installment,0.0,Unknown ,New Cairo - El Tagamoa,Standard,Large,2489.2703862660946,0,1
Apartment,900000.0,3.0,2.0,120.0,Yes,1.0,Unknown,Cash,0.0,Finished,Hadayek al-Kobba,Standard,Small,7500.0,0,1
Apartment,1950000.0,3.0,3.0,162.0,Unknown,4.0,The Square,Cash,0.0,Semi Finished,New Cairo - El Tagamoa,Premium,Large,12037.037037037036,1,1
Apartment,1300000.0,2.0,1.0,140.0,No,8.0,Unknown,Cash,0.0,Finished,Nasr City,Standard,Medium,9285.714285714286,0,1
Apartment,800000.0,2.0,1.0,146.0,Unknown,10.0,Unknown,Cash or Installment,6.0,Finished,Alamein,Standard,Medium,5479.45205479452,0,0
Apartment,2000000.0,2.0,1.0,96.0,No,0.0,Madinaty,Cash,0.0,Finished,Madinaty,Premium,Small,20833.333333333332,1,1
Apartment,5363000.0,3.0,2.0,263.0,No,3.0,Unknown,Cash or Installment,0.0,Semi Finished,6th of October,Luxury,Large,20391.634980988594,0,1
Apartment,1850000.0,4.0,3.0,270.0,No,4.0,Unknown,Cash,0.0,Finished,Nasr City,Premium,Very Large,6851.851851851852,0,1
Apartment,3485000.0,2.0,2.0,133.0,Yes,3.0,Mountain View Hyde Park,Cash,0.0,Finished,New Cairo - El Tagamoa,Premium,Medium,26203.007518796992,1,1
Apartment,1650000.0,2.0,2.0,96.0,No,4.0,Madinaty,Cash,0.0,Unknown ,New Cairo - El Tagamoa,Premium,Small,17187.5,1,1
Apartment,415000.0,3.0,2.0,157.0,No,0.0,Taj City,Cash or Installment,0.0,Unknown ,New Cairo - El Tagamoa,Budget,Medium,2643.312101910828,1,1
Apartment,2500000.0,3.0,3.0,155.0,No,1.0,Unknown,Cash,0.0,Finished,Rehab City,Premium,Medium,16129.032258064517,0,1
Apartment,3353000.0,3.0,2.0,157.0,No,2.0,Unknown,Cash or Installment,0.0,Semi Finished,6th of October,Premium,Medium,21356.68789808917,0,1
Apartment,1200000.0,3.0,2.0,131.0,No,8.0,One Kattameya,Cash,0.0,Not Finished,Katameya,Standard,Medium,9160.30534351145,1,1
Apartment,4500000.0,4.0,3.0,500.0,Yes,5.0,Unknown,Unknown Payment,0.0,Finished,Haram,Premium,Very Large,9000.0,0,1
Apartment,294000.0,3.0,2.0,170.0,No,2.0,Unknown,Cash or Installment,0.0,Semi Finished,New Cairo - El Tagamoa,Budget,Large,1729.4117647058824,0,1
Apartment,1600000.0,3.0,2.0,200.0,No,10.0,Unknown,Cash,0.0,Finished,Nasr City,Premium,Large,8000.0,0,1
Apartment,650000.0,2.0,1.0,114.0,Unknown,2.0,Unknown,Cash,0.0,Finished,Tersa,Standard,Small,5701.754385964912,0,1
Apartment,3000000.0,2.0,2.0,133.0,No,0.0,Bloomfields,Cash or Installment,1.5,Semi Finished,Mostakbal City,Premium,Medium,22556.39097744361,1,0
Apartment,4450000.0,3.0,2.0,216.0,No,2.0,Unknown,Cash or Installment,0.0,Semi Finished,6th of October,Premium,Large,20601.85185185185,0,1
Duplex,8781000.0,3.0,3.0,317.0,No,3.0,Unknown,Cash or Installment,0.0,Unknown ,New Cairo - El Tagamoa,Luxury,Very Large,27700.31545741325,0,1
Apartment,1800000.0,3.0,2.0,179.0,No,2.0,Unknown,Cash or Installment,3.0,Core & Shell,New Cairo - El Tagamoa,Premium,Large,10055.86592178771,0,0
Apartment,1991000.0,3.0,2.0,158.0,No,2.0,Unknown,Cash or Installment,36.0,Core & Shell,New Cairo - El Tagamoa,Premium,Medium,12601.26582278481,0,0
Apartment,1550000.0,2.0,2.0,130.0,No,4.0,Midtown Condo,Cash or Installment,24.0,Unknown ,New Capital City,Premium,Medium,11923.076923076924,1,0
Apartment,845000.0,2.0,1.0,120.0,No,4.0,Unknown,Cash,3.0,Finished,Mansura,Standard,Small,7041.666666666667,0,0
Apartment,1050000.0,2.0,2.0,129.0,Unknown,0.0,Unknown,Cash,0.0,Semi Finished,New Cairo - El Tagamoa,Standard,Medium,8139.53488372093,0,1
Apartment,2000000.0,3.0,2.0,165.0,No,0.0,El Khamayel,Cash,0.0,Finished,Sheikh Zayed,Premium,Large,12121.212121212122,1,1
Apartment,370000.0,3.0,1.0,95.0,Unknown,2.0,Unknown,Cash,0.0,Finished,Borg al-Arab,Budget,Small,3894.7368421052633,0,1
Apartment,700000.0,3.0,3.0,176.0,No,2.0,Unknown,Cash or Installment,0.0,Unknown ,New Cairo - El Tagamoa,Standard,Large,3977.2727272727275,0,1
Apartment,1450000.0,3.0,3.0,168.0,No,5.0,Unknown,Cash,0.0,Semi Finished,New Cairo - El Tagamoa,Standard,Large,8630.952380952382,0,1
Apartment,530000.0,3.0,2.0,174.0,No,8.0,Unknown,Installment,0.0,Finished,Haram,Standard,Large,3045.977011494253,0,1
Apartment,475000.0,3.0,2.0,215.0,No,6.0,Unknown,Installment,0.0,Finished,Haram,Budget,Large,2209.3023255813955,0,1
Apartment,500000.0,3.0,3.0,185.0,Unknown,2.0,Al Burouj,Cash or Installment,1.5,Finished,Madinaty,Budget,Large,2702.7027027027025,1,0
Apartment,500000.0,3.0,3.0,180.0,Unknown,2.0,Taj City,Cash or Installment,0.0,Unknown ,New Cairo - El Tagamoa,Budget,Large,2777.777777777778,1,1
Apartment,260000.0,3.0,2.0,174.0,Unknown,3.0,Unknown,Cash or Installment,36.0,Unknown ,New Capital City,Budget,Large,1494.2528735632184,0,0
Apartment,1480000.0,3.0,3.0,169.0,No,2.0,Unknown,Cash,0.0,Semi Finished,New Cairo - El Tagamoa,Standard,Large,8757.396449704142,0,1
Apartment,280000.0,3.0,2.0,160.0,No,2.0,Unknown,Cash or Installment,0.0,Unknown ,New Cairo - El Tagamoa,Budget,Medium,1750.0,0,1
Apartment,175000.0,2.0,2.0,157.0,No,3.0,Unknown,Unknown Payment,0.0,Finished,Alamein,Budget,Medium,1114.6496815286623,0,1
Apartment,1100000.0,3.0,2.0,185.0,Unknown,4.0,Unknown,Cash,0.0,Semi Finished,Mokattam,Standard,Large,5945.945945945946,0,1
Apartment,1165000.0,3.0,2.0,185.0,No,1.0,Unknown,Cash,0.0,Semi Finished,Mokattam,Standard,Large,6297.2972972972975,0,1
Apartment,300000.0,3.0,2.0,174.0,No,3.0,Unknown,Cash or Installment,0.0,Unknown ,New Cairo - El Tagamoa,Budget,Large,1724.1379310344828,0,1
